rank,team,games_played,point_margin_pg,win_pct,giveaways,takeaways,scrimmage_plays,scrimmage_yards,success_count,epa_sum,pass_attempts,completions,pass_yards,pass_tds,ints,redzone_trips,redzone_tds,opp_giveaways,opp_scrimmage_plays,opp_scrimmage_yards,opp_success_count,opp_epa_sum,opp_pass_attempts,opp_completions,opp_pass_yards,opp_pass_tds,opp_ints,opp_redzone_trips,opp_redzone_tds,turnover_margin_pg,off_ypp,def_ypp_allowed,ypp_diff,off_success_rate,def_success_rate_allowed,success_rate_diff,off_passer_rating,def_passer_rating_allowed,passer_rating_diff,off_redzone_td_pct,def_redzone_td_pct_allowed,redzone_td_pct_diff,adj_epa_rating,power_score
11,GB,17,1.82352941,0.52941176,14.0,13.0,993,5675.0,474.0,114.05554132,490,328.0,3845.0,26.0,7.0,60.0,35.0,13.0,1057,5312.0,474.0,36.1363574,548,360.0,3516.0,24.0,7.0,52.0,31.0,-0.05882353,5.71500504,5.02554399,0.68946104,0.47734139,0.44843898,0.02890241,102.29591837,92.83759124,9.45832713,0.58333333,0.59615385,-0.01282051,0.076161,3.66258479
12,LAC,17,1.64705882,0.64705882,21.0,22.0,1080,5691.0,466.0,-25.35698478,565,367.0,3953.0,26.0,14.0,57.0,27.0,22.0,955,4863.0,395.0,-79.24468656,504,307.0,3314.0,16.0,19.0,49.0,23.0,0.05882353,5.26944444,5.0921466,0.17729785,0.43148148,0.41361257,0.01786892,90.37979351,75.11574074,15.26405277,0.47368421,0.46938776,0.00429646,0.046627,2.62457599
13,KC,17,2.0,0.35294118,15.0,14.0,1048,5468.0,466.0,36.55729027,584,363.0,3947.0,23.0,12.0,59.0,34.0,14.0,978,5143.0,427.0,-18.72991025,510,340.0,3487.0,18.0,10.0,51.0,27.0,-0.05882353,5.21755725,5.25869121,-0.04113395,0.44465649,0.43660532,0.00805117,86.6081621,89.72222222,-3.11406012,0.57627119,0.52941176,0.04685942,0.070111,2.36057149
14,CHI,17,1.52941176,0.64705882,11.0,33.0,1096,6300.0,502.0,87.093796,576,334.0,3991.0,28.0,7.0,56.0,33.0,33.0,1022,6161.0,477.0,18.49081278,535,355.0,4067.0,32.0,23.0,58.0,33.0,1.29411765,5.74817518,6.02837573,-0.28020055,0.4580292,0.4667319,-0.0087027,90.41521991,91.07866044,-0.66344053,0.58928571,0.56896552,0.0203202,0.048407,2.14460881
15,SF,17,3.88235294,0.70588235,23.0,15.0,1065,5997.0,514.0,93.67175661,576,398.0,4318.0,33.0,16.0,66.0,43.0,15.0,1019,5797.0,494.0,71.77405259,583,398.0,4110.0,29.0,6.0,52.0,28.0,-0.47058824,5.63098592,5.6889107,-0.05792478,0.48262911,0.48478901,-0.0021599,98.42303241,100.63965123,-2.21661882,0.65151515,0.53846154,0.11305361,0.049099,1.22169586
16,BAL,17,1.52941176,0.47058824,22.0,21.0,956,5668.0,426.0,32.46236239,421,278.0,3278.0,23.0,11.0,59.0,28.0,21.0,1077,6050.0,476.0,27.02586366,628,399.0,4403.0,23.0,11.0,63.0,32.0,-0.05882353,5.92887029,5.6174559,0.3114144,0.44560669,0.44196843,0.00363826,96.87747427,89.15207006,7.7254042,0.47457627,0.50793651,-0.03336024,0.005567,0.59402352
17,PIT,17,0.58823529,0.58823529,15.0,27.0,975,5206.0,429.0,25.53177449,549,365.0,3632.0,26.0,9.0,51.0,30.0,27.0,1104,6091.0,478.0,19.57446301,613,396.0,4437.0,30.0,15.0,55.0,28.0,0.70588235,5.33948718,5.51721014,-0.17772297,0.44,0.43297101,0.00702899,94.00804493,92.19344753,1.8145974,0.58823529,0.50909091,0.07914439,-0.011208,0.25147491
18,MIN,17,0.64705882,0.52941176,29.0,22.0,943,4694.0,402.0,-108.91572997,487,298.0,3208.0,18.0,21.0,51.0,29.0,22.0,1017,4818.0,417.0,-101.1495293,447,279.0,3021.0,15.0,8.0,49.0,21.0,-0.41176471,4.97773065,4.73746313,0.24026752,0.42629905,0.4100295,0.01626955,74.87594114,85.98527218,-11.10933105,0.56862745,0.42857143,0.14005602,-0.01119,-0.64629535
19,ATL,17,-2.82352941,0.47058824,19.0,22.0,1036,5682.0,453.0,-22.13858251,545,332.0,3703.0,19.0,8.0,50.0,31.0,22.0,1047,5568.0,467.0,-3.91431089,533,331.0,3773.0,27.0,16.0,51.0,28.0,0.17647059,5.48455598,5.31805158,0.16650441,0.43725869,0.44603629,-0.00877761,86.66284404,87.70716073,-1.04431669,0.62,0.54901961,0.07098039,-0.026724,-0.97582146
20,TB,17,-1.82352941,0.47058824,17.0,22.0,1065,5462.0,451.0,-9.45845807,563,351.0,3755.0,26.0,11.0,50.0,27.0,22.0,990,5743.0,444.0,13.14574185,567,379.0,4332.0,30.0,13.0,43.0,30.0,0.29411765,5.1286385,5.8010101,-0.6723716,0.42347418,0.44848485,-0.02501067,89.08007697,97.70355673,-8.62347976,0.54,0.69767442,-0.15767442,-0.008711,-1.16477083
21,NO,17,-4.52941176,0.35294118,23.0,21.0,1064,5345.0,447.0,-93.6881557,586,397.0,4027.0,19.0,12.0,45.0,20.0,21.0,1029,5122.0,430.0,-60.77256531,486,312.0,3336.0,25.0,10.0,47.0,25.0,-0.11764706,5.02349624,4.9776482,0.04584804,0.42011278,0.41788144,0.00223134,89.44823663,92.75548697,-3.30725034,0.44444444,0.53191489,-0.08747045,-0.042678,-1.59122138
22,ARI,17,-7.82352941,0.17647059,21.0,19.0,1074,5543.0,462.0,-19.87358932,651,427.0,4354.0,29.0,11.0,61.0,33.0,19.0,1053,6125.0,511.0,93.1290788,567,375.0,4128.0,31.0,10.0,68.0,43.0,-0.11764706,5.16108007,5.81671415,-0.65563408,0.4301676,0.48528015,-0.05511255,92.4187148,98.4090241,-5.99030931,0.54098361,0.63235294,-0.09136933,-0.054227,-3.48031689
23,NYG,17,-3.41176471,0.23529412,17.0,15.0,1079,5682.0,454.0,13.314143,528,323.0,3703.0,21.0,10.0,59.0,28.0,15.0,1032,6143.0,485.0,90.19111377,550,358.0,3908.0,25.0,9.0,57.0,36.0,-0.11764706,5.26598703,5.95251938,-0.68653235,0.42075996,0.46996124,-0.04920128,87.64993687,94.26515152,-6.61521465,0.47457627,0.63157895,-0.15700268,-0.068745,-3.87961737
24,CAR,17,-4.05882353,0.47058824,23.0,21.0,996,5048.0,429.0,-39.11207523,516,329.0,3304.0,24.0,12.0,45.0,24.0,21.0,998,5582.0,442.0,67.15816897,505,336.0,3657.0,20.0,15.0,58.0,32.0,-0.11764706,5.06827309,5.59318637,-0.52491328,0.43072289,0.44288577,-0.01216288,87.70994832,88.52722772,-0.8172794,0.53333333,0.55172414,-0.0183908,-0.117759,-4.43845578
25,DAL,17,-2.35294118,0.41176471,22.0,11.0,1104,6681.0,515.0,108.00856591,624,419.0,4735.0,31.0,12.0,65.0,37.0,11.0,1027,6435.0,502.0,171.90732085,558,381.0,4521.0,35.0,6.0,66.0,44.0,-0.64705882,6.05163043,6.26582278,-0.21419235,0.46648551,0.48880234,-0.02231683,98.20379274,109.16965352,-10.96586079,0.56923077,0.66666667,-0.0974359,-0.097823,-4.65881028
26,WAS,17,-5.58823529,0.29411765,22.0,11.0,979,5437.0,447.0,6.34307334,467,287.0,3329.0,19.0,12.0,46.0,30.0,11.0,1073,6556.0,511.0,153.79868643,541,350.0,4371.0,33.0,8.0,62.0,42.0,-0.64705882,5.55362615,6.10997204,-0.55634589,0.45658836,0.47623486,-0.0196465,85.85385439,103.83163894,-17.97778455,0.65217391,0.67741935,-0.02524544,-0.125754,-5.87925536
27,CIN,17,-4.58823529,0.35294118,24.0,21.0,1049,5618.0,477.0,-8.86796268,641,412.0,4244.0,36.0,17.0,54.0,36.0,21.0,1035,6496.0,495.0,134.3610318,536,348.0,4175.0,33.0,13.0,63.0,40.0,-0.17647059,5.35557674,6.2763285,-0.92075176,0.45471878,0.47826087,-0.02354209,90.90288612,99.05939055,-8.15650443,0.66666667,0.63492063,0.03174603,-0.149734,-6.16268985
28,MIA,17,-4.52941176,0.41176471,25.0,19.0,942,5121.0,395.0,-15.84039145,480,322.0,3322.0,23.0,18.0,48.0,27.0,19.0,1016,5930.0,493.0,89.61782361,516,371.0,3920.0,29.0,9.0,62.0,37.0,-0.35294118,5.43630573,5.83661417,-0.40030844,0.41932059,0.48523622,-0.06591563,87.17013889,105.11950904,-17.94937016,0.5625,0.59677419,-0.03427419,-0.139013,-7.11027609
29,CLE,17,-5.88235294,0.29411765,25.0,18.0,1028,4462.0,355.0,-195.55431653,558,323.0,3152.0,16.0,18.0,38.0,20.0,18.0,994,4841.0,400.0,-95.26384732,487,308.0,3220.0,25.0,11.0,50.0,29.0,-0.41176471,4.34046693,4.87022133,-0.5297544,0.34533074,0.40241449,-0.05708375,69.97461171,90.03678987,-20.06217816,0.52631579,0.58,-0.05368421,-0.143767,-7.22908704
30,LV,17,-11.23529412,0.17647059,23.0,16.0,942,4176.0,354.0,-202.86902464,514,340.0,3315.0,20.0,19.0,36.0,18.0,16.0,1054,5424.0,474.0,25.56793823,525,359.0,3644.0,23.0,8.0,64.0,37.0,-0.41176471,4.43312102,5.14611006,-0.71298904,0.37579618,0.44971537,-0.07391919,81.64721141,96.24206349,-14.59485208,0.5,0.578125,-0.078125,-0.210944,-9.6745503
31,TEN,17,-11.41176471,0.17647059,21.0,12.0,995,4423.0,372.0,-158.8704228,567,340.0,3241.0,15.0,8.0,33.0,19.0,12.0,992,5893.0,448.0,100.53503622,516,354.0,4221.0,30.0,6.0,58.0,38.0,-0.52941176,4.44522613,5.94052419,-1.49529806,0.37386935,0.4516129,-0.07774356,78.81025867,107.87306202,-29.06280334,0.57575758,0.65517241,-0.07941484,-0.200528,-10.22263645
32,NYJ,17,-11.94117647,0.17647059,24.0,3.0,1009,4482.0,411.0,-127.64434836,496,298.0,2784.0,15.0,13.0,38.0,17.0,3.0,1053,6072.0,480.0,155.02308932,516,336.0,3849.0,36.0,0.0,68.0,44.0,-1.23529412,4.4420218,5.76638177,-1.32435996,0.40733399,0.45584046,-0.04850646,74.69758065,110.68313953,-35.98555889,0.44736842,0.64705882,-0.1996904,-0.299498,-13.59579195
